TBM,Tambaram,0.0,0,
PRGL,Perungalattur,3.5,3.5,S
VDR,Vandalur,5.3,1.8,S
UPM,Urappakkam,8.36,3.06,S
GI,Guduvancheri,11.27,2.91,S
POTI,Potheri,14.8,3.53,S
CTM,Kattangulatur,16.71,1.91,S
MMNK,Maraimalai Nagar Kamarajar,17.82,1.11,S
SKL,Singaperumalkoil,22.34,4.52,S
PWU,Paranur,26.45,4.11,S
,CGL,Chengalpattu Jn.,30.7,30.7,S
