AJJ,Arakkonam JN,0.0,0,
IPT,ICHCHIPUTTUR HALT,8.07,8.07,S
TRT,Tiruttani,14.2,6.13,S
POI,Ponpadi,21.51,7.31,S
VKZ,Venkatanarasimharajuvaripeta,26.68,5.17,S
NG,Nagari,30.76,4.08,S
EKM,Ekambarakuppam,32.29,1.53,S
VGA,Vepagunta,39.28,6.99,S
PUT,Puttur,46.23,6.95,S
TDK,Taduku,53.28,7.05,S
PUDI,Pudi,62.67,9.39,S
RU,Renigunta Jn.,72.15,72.15,S
