CTRE,Chitteri,0.0,0,
AVN,Anavardikhanpettai,3.85,3.85,S
MDVE,Mahendravadi,10.04,6.19,S
SHU,Sholinghur,13.48,3.44,S
TUG,Thalangai,17.97,4.49,S
MRLM,Marudalam,21.32,3.35,S
WJR,Walajah Road,28.43,28.43,S
