MCPT,Chintadaripet,0.0,0,
MCPK,Chepauk,1.57,1.57,S
MTCN,Tiruvallikeni,2.31,0.74,S
MLHS,Light House,3.52,1.21,S
MKAK,Mundakakanni Amman Koil,4.5,0.98,S
MTMY,Thirumayilai,5.23,0.73,S
MNDY,Mandaveli,6.27,1.04,S
GWYR,Greenways Road,7.59,1.32,S
KTPM,Kotturpuram,8.46,0.87,S
KTBR,Kasturba Nagar,9.39,0.93,S
INDR,Indra Nagar,10.36,0.97,S
TYMR,Tiruvanmiyur,11.22,0.86,S
TRMN,TARAMANI,13.14,1.92,S
PRGD,PERUNGUDI,14.28,1.14,S
VLCY,VELACHERY,15.91,15.91,S
