ELR,Elavur,0.0,0,
AKM,Arambakam,9.58,9.58,S
TADA,Tada,17.04,7.46,S
AKAT,Akkampet,24.01,6.97,S
SPE,Sullurupeta,29.5,5.49,S
PEL,Polireddipalem,37.67,8.17,S
DVR,Doravarichattram,45.15,7.48,S
NYP,Nayudupeta,56.68,11.53,S
PYA,Pedapariya,69.66,12.98,S
ODUR,Odur,75.65,5.99,S
GDR,Gudur Jn.,84.35,84.35,S
