MPK,Chennai Park,0.0,0,
MS,Chennai Egmore,1.25,1.25,S
MSC,Chennai Chetpat,3.49,2.24,S
NBK,Nungambakkam,5.08,1.59,S
MKK,Kodambakkam,6.61,1.53,S
MBM,Mambalam,8.22,1.61,S
SP,Saidapet,9.83,1.61,S
GDY,Guindy,11.94,2.11,S
STM,St. Thomas Mount,14.05,2.11,S
PZA,Palavantangal,15.68,1.63,S
MN,Minambakkam,16.97,1.29,S
TLM,Tirusulam,18.15,1.18,S
PV,Pallavaram,20.08,1.93,S
CMP,Chromepet,22.28,2.2,S
TBMS,Tambaram Sanatorium,24.29,2.01,S
TBM,Tambaram,26.07,26.07,S
