KPD,Katpadi Jn.,0.0,0,
LTI,Latteri,7.84,7.84,S
VJ,Virinchipuram,13.18,5.34,S
KVN,Kavanur,18.6,5.42,S
GYM,Gudiyattam,24.74,6.14,S
MEH,Melattur,29.45,4.71,S
VLT,Valathoor,34.51,5.06,S
MPI,Melpatti,40.41,5.9,S
PCKM,Pachchakuppam,46.2,5.79,S
AB,Ambur,52.13,5.93,S
VGM,Vinnamangalam,60.04,7.91,S
VN,Vaniyambadi,68.2,8.16,S
KDY,Kettandapatti,76.6,8.4,S
JTJ,Jolarpettai Jn.,83.65,83.65,S
