AJJ,Arakkonam JN,0.0,0,
PLMG,PULIYAMANGALAM,2.12,2.12,S
MSU,Mosur,4.92,2.8,S
TO,Tiruvalangadu,10.5,5.58,S
MAF,Manavur,14.65,4.15,S
SPAM,Senji Panambakkam,18.37,3.72,S
KBT,Kadambattur,21.37,3.0,S
EGT,Egattur,23.68,2.31,S
TRL,Tiruvallur,26.97,3.29,S
PTLR,Putlur Halt,29.81,2.84,S
SVR,Sevvapet Road,32.9,3.09,S
VEU,Veppampattu,36.37,3.47,S
TI,Tiruninravur,39.68,39.68,S
