ENR,Ennore,ENTS,"TNEB Ennore Thermal Siding, Ennore",1-1-2008,31-12-2999,S,G,CC+8,Y,Y
ENR,Ennore,KOKG,Korukkupet Goods,1-1-2008,31-12-2999,S,G,CC+8,Y,N
EPHY,EPL Holding yard ii,AIP,Attippattu,16-10-2014,31-12-2999,S,G,NA,Y,N
EPHY,EPL Holding yard ii,AIPP,Attipattu Pudu Nagar.H,16-10-2014,31-12-2999,S,B,NA,Y,N
HC,Hindu College,PTMS,Pattabiram Military Siding,1-1-2008,31-12-2999,S,B,CC+8,Y,N
HC,Hindu College,TI,Tiruninravur,1-1-2008,2-2-2010,S,B,NA,Y,N
HC,Hindu College,TI,Tiruninravur,3-2-2010,31-12-2999,S,B,CC+8,Y,N
HOM,Chennai Harbour,RPM,Royapuram,1-7-2014,31-12-2999,S,G,CC+8,N,Y
ICDT,Concor - Tondiarpet Container Terminal,TNPM,Tondiarpet Marshalling Yard,20-7-2010,31-12-2999,S,G,CC+8,Y,N
KOK,Korukkupet,KNGS,ONGC Siding (MG),1-1-2008,2-12-2011,M,G,CC+6,Y,N
KOK,Korukkupet,KNGS,ONGC Siding (MG),3-12-2011,22-6-2017,M,G,NA,Y,N
KOK,Korukkupet,TNP,Tondiarpet,1-1-2008,31-12-2999,S,B,CC+8,Y,N
KPCA,Kamarajar Port Ltd Container Terminal Private Siding,AIP,Attippattu,3-6-2017,5-11-2018,S,B,CC+8,Y,N
KPCA,Kamarajar Port Ltd Container Terminal Private Siding,AIP,Attippattu,6-11-2018,31-12-2999,S,G,CC+8,Y,N
KPCA,Kamarajar Port Ltd Container Terminal Private Siding,AIPP,Attipattu Pudu Nagar.H,6-11-2018,31-12-2999,S,G,CC+8,Y,N
KPD,Katpadi Jn.,JTJ,Jolarpettai Jn.,1-1-2008,31-12-2999,S,B,CC+8,Y,N
MAS,PURATCHI THALAIVAR DR. M.G.RAMACHANDRAN CENTRAL RAILWAY STATION,BBQ,Basin Bridge Jn.(Madras),1-1-2008,9-4-2019,S,C,NA,Y,N
MAS,PURATCHI THALAIVAR DR. M.G.RAMACHANDRAN CENTRAL RAILWAY STATION,BBQ,Basin Bridge Jn.(Madras),10-4-2019,31-12-2999,S,C,NA,Y,N
MAS,PURATCHI THALAIVAR DR. M.G.RAMACHANDRAN CENTRAL RAILWAY STATION,MASS,CHENNAI CENTRAL SUBURBAN STATION,1-2-2013,9-4-2019,S,C,NA,Y,N
MAS,PURATCHI THALAIVAR DR. M.G.RAMACHANDRAN CENTRAL RAILWAY STATION,MASS,CHENNAI CENTRAL SUBURBAN STATION,10-4-2019,31-12-2999,S,C,NA,Y,N
MAS,PURATCHI THALAIVAR DR. M.G.RAMACHANDRAN CENTRAL RAILWAY STATION,MPK,Chennai Park,1-1-2008,9-4-2019,S,C,NA,Y,N
MAS,PURATCHI THALAIVAR DR. M.G.RAMACHANDRAN CENTRAL RAILWAY STATION,MPK,Chennai Park,10-4-2019,31-12-2999,S,C,NA,Y,N
MAS,PURATCHI THALAIVAR DR. M.G.RAMACHANDRAN CENTRAL RAILWAY STATION,MPKT,Chennai Park Town,17-7-2010,9-4-2019,S,C,NA,N,N
MAS,PURATCHI THALAIVAR DR. M.G.RAMACHANDRAN CENTRAL RAILWAY STATION,MPKT,Chennai Park Town,10-4-2019,31-12-2999,S,C,NA,N,N
MCN,Mukundarayapuram,BHES,BHARATH HEAVY ELECTRICALS SIDING,1-1-2008,2-12-2011,S,G,CC+6,Y,N
MCN,Mukundarayapuram,BHES,BHARATH HEAVY ELECTRICALS SIDING,3-12-2011,31-12-2999,S,G,CC+8,Y,N
MCN,Mukundarayapuram,SVUR,Sevur,1-1-2008,31-12-2999,S,B,CC+8,Y,N
MCPT,Chintadaripet,MPK,Chennai Park,1-1-2008,16-7-2010,S,C,NA,Y,N
MCPT,Chintadaripet,VLCY,VELACHERY,1-1-2008,13-1-2014,S,C,NA,Y,N
MCPT,Chintadaripet,VLCY,VELACHERY,14-1-2014,31-12-2999,S,C,NA,Y,N
MLPM,Melpakkam,CTRE,Chitteri,1-1-2008,31-12-2999,S,B,CC+8,Y,N
MLPM,Melpakkam,MLLT,"Ultra Tech cement Ltd Siding, Arakkonam",1-1-2008,31-12-2999,S,G,CC+8,Y,N
MPK,Chennai Park,MCPT,Chintadaripet,20-7-2010,13-2-2013,S,C,NA,Y,N
MPK,Chennai Park,MCPT,Chintadaripet,14-2-2013,31-12-2999,S,C,NA,N,N
MPK,Chennai Park,MPKT,Chennai Park Town,17-7-2010,19-7-2010,S,C,NA,Y,N
MPK,Chennai Park,MPKT,Chennai Park Town,20-7-2010,31-12-2999,S,C,NA,N,N
MPK,Chennai Park,TBM,Tambaram,1-1-2008,2-4-2016,S,B,CC+6,Y,N
MPK,Chennai Park,TBM,Tambaram,3-4-2016,11-4-2016,S,B,CC+6,Y,N
MPK,Chennai Park,TBM,Tambaram,12-4-2016,31-12-2999,S,B,CC+8,Y,N
MPKT,Chennai Park Town,MCPT,Chintadaripet,1-1-2008,31-12-2999,S,C,NA,Y,N
MSB,Chennai Beach Jn.,CHBD,chennai harbour - bharathi docks,1-7-2014,2-7-2014,S,G,CC+8,Y,N
MSB,Chennai Beach Jn.,CHIC,Port Side Container Terminal at HOM,1-7-2014,31-12-2999,S,G,CC+8,Y,N
MSB,Chennai Beach Jn.,CHJD,cHENNAI hARBOUR - JAWAHAR DOCKS,1-7-2014,31-12-2999,S,G,CC+8,Y,N
MSB,Chennai Beach Jn.,ESEG,IOC Siding No. 2 MG,1-1-2008,17-3-2010,M,G,NA,Y,N
MSB,Chennai Beach Jn.,ESEG,IOC Siding No. 2 MG,18-3-2010,31-12-2999,M,G,CC+6,N,N
MSB,Chennai Beach Jn.,MSF,Chennai Fort,1-1-2008,2-12-2011,S,B,CC+6,Y,N
MSB,Chennai Beach Jn.,MSF,Chennai Fort,3-12-2011,2-4-2016,S,B,CC+6,Y,N
MSB,Chennai Beach Jn.,MSF,Chennai Fort,3-4-2016,31-12-2999,S,B,CC+8,Y,N
MSB,Chennai Beach Jn.,RPM,Royapuram,1-1-2008,30-11-2011,S,B,CC+6,Y,N
MSB,Chennai Beach Jn.,RPM,Royapuram,1-12-2011,2-12-2011,S,B,CC+8,Y,N
MSB,Chennai Beach Jn.,RPM,Royapuram,3-12-2011,31-12-2999,S,B,CC+8,Y,N
MSF,Chennai Fort,MPK,Chennai Park,1-1-2008,2-4-2016,S,B,CC+6,Y,N
MSF,Chennai Fort,MPK,Chennai Park,3-4-2016,31-12-2999,S,B,CC+8,Y,N
MSF,Chennai Fort,MPKT,Chennai Park Town,1-1-2008,31-12-2999,S,C,NA,Y,N
NPKM,Nandiyampakkam,AIPS,"THERMAL POWER PLANT SIDING, ATTIPATTU",1-1-2008,31-12-2999,S,G,CC+8,Y,N
NPKM,Nandiyampakkam,ELR,Elavur,1-1-2008,31-12-2999,S,B,CC+8,Y,N
PER,Perambur,PEQ,Binny Ltd. Siding,1-1-2008,6-7-2010,S,G,NA,Y,N
PER,Perambur,PEQ,Binny Ltd. Siding,7-7-2010,31-12-2999,S,G,CC+6,N,N
PER,Perambur,VLK,Villivakkam,1-1-2008,31-12-2999,S,B,CC+8,Y,N
PTMS,Pattabiram Military Siding,PRES,Pattabiram 'E' depot,1-1-2008,31-12-2999,S,B,CC+8,Y,N
PTMS,Pattabiram Military Siding,TI,Tiruninravur,1-1-2008,31-12-2999,S,B,CC+8,Y,N
RPM,Royapuram,CHBD,chennai harbour - bharathi docks,3-7-2014,31-12-2999,S,G,CC+8,Y,N
RPM,Royapuram,HOM,Chennai Harbour,1-1-2008,2-12-2011,S,G,CC+6,Y,Y
RPM,Royapuram,HOM,Chennai Harbour,3-12-2011,30-6-2014,S,G,CC+8,Y,Y
RPM,Royapuram,WST,Washermanpet,1-1-2008,31-12-2999,S,B,CC+8,Y,N
RPT,RANIPETTAI,WJR,Walajah Road,14-11-2020,31-12-2999,S,G,CC+8,Y,N
SAIT,STEEL AUTHORITY OF INDIA SIDING,TNPM,Tondiarpet Marshalling Yard,1-6-2014,31-12-2999,S,G,CC+8,Y,N
SVUR,Sevur,KPD,Katpadi Jn.,1-1-2008,31-12-2999,S,B,CC+8,Y,N
SVUR,Sevur,SFCG,"Food Corporation of India Siding, Sevur",1-1-2008,2-12-2011,S,G,CC+6,Y,N
SVUR,Sevur,SFCG,"Food Corporation of India Siding, Sevur",3-12-2011,31-12-2999,S,G,CC+8,Y,N
TBM,Tambaram,CGL,Chengalpattu Jn.,1-1-2008,2-4-2016,S,B,CC+6,Y,N
TBM,Tambaram,CGL,Chengalpattu Jn.,3-4-2016,31-12-2999,S,B,CC+8,Y,N
TI,Tiruninravur,TISR,TATA IRON & STEEL CO LTD SIDING,1-1-2008,31-12-2999,S,G,CC+8,Y,N
TNFS,Madras Fertilizer Ltd Siding,TNPM,Tondiarpet Marshalling Yard,1-6-2014,31-12-2999,S,G,CC+8,Y,N
TNP,Tondiarpet,KOKG,Korukkupet Goods,1-1-2008,31-12-2999,S,G,CC+8,Y,N
TNP,Tondiarpet,MRFS,Madras Refineries Siding (B. G.),1-1-2008,17-3-2010,S,G,NA,Y,N
TNP,Tondiarpet,MRFS,Madras Refineries Siding (B. G.),18-3-2010,31-12-2999,S,G,CC+6,N,N
TNP,Tondiarpet,SAIT,STEEL AUTHORITY OF INDIA SIDING,1-1-2008,2-12-2011,S,G,CC+6,Y,N
TNP,Tondiarpet,SAIT,STEEL AUTHORITY OF INDIA SIDING,3-12-2011,31-5-2014,S,G,CC+8,Y,N
TNP,Tondiarpet,TNFS,Madras Fertilizer Ltd Siding,1-1-2008,2-12-2011,S,G,CC+6,Y,N
TNP,Tondiarpet,TNFS,Madras Fertilizer Ltd Siding,3-12-2011,31-5-2014,S,G,CC+8,Y,N
TNP,Tondiarpet,TNPA,MADRAS PETROCHEMICALS LTD,1-1-2008,31-5-2014,S,G,CC+8,Y,N
TNP,Tondiarpet,TNPS,Indian Oil Corporation (B.G.) Siding No. 1,1-1-2008,31-5-2014,S,G,CC+8,Y,N
TNP,Tondiarpet,TVT,Tiruvottiyur,1-1-2008,31-12-2999,S,B,CC+8,Y,N
TNP,Tondiarpet,VSPT,VISAKAPATNAM STEEL PLANT SIDING,1-1-2008,31-5-2014,S,G,CC+8,Y,N
TNPA,MADRAS PETROCHEMICALS LTD,TNPM,Tondiarpet Marshalling Yard,1-6-2014,31-12-2999,S,G,CC+8,Y,N
TNPM,Tondiarpet Marshalling Yard,TNP,Tondiarpet,1-6-2014,31-12-2999,S,G,CC+8,Y,N
TNPS,Indian Oil Corporation (B.G.) Siding No. 1,TNPM,Tondiarpet Marshalling Yard,1-6-2014,31-12-2999,S,G,CC+8,Y,N
TVT,Tiruvottiyur,ENR,Ennore,1-1-2008,31-12-2999,S,B,CC+8,Y,N
TVT,Tiruvottiyur,KCPS,KCP LTD SIDING,1-1-2008,17-3-2010,S,G,NA,Y,N
TVT,Tiruvottiyur,KCPS,KCP LTD SIDING,18-3-2010,31-12-2999,S,G,CC+6,N,N
TVT,Tiruvottiyur,TNPM,Tondiarpet Marshalling Yard,1-1-2008,31-5-2014,S,G,CC+8,Y,N
TVT,Tiruvottiyur,TNPM,Tondiarpet Marshalling Yard,1-6-2014,31-12-2999,S,G,CC+8,Y,N
VLK,Villivakkam,ANNG,Annanagar,1-1-2008,31-12-2999,S,C,NA,Y,N
VLK,Villivakkam,AVD,Avadi,1-1-2008,31-12-2999,S,B,CC+8,Y,N
VLK,Villivakkam,PWO,Perambur Works Goods Office,1-1-2008,2-12-2011,S,G,CC+6,Y,N
VLK,Villivakkam,PWO,Perambur Works Goods Office,3-12-2011,31-12-2999,S,G,CC+8,Y,N
VPY,Veysarpadi,KOK,Korukkupet,1-1-2008,31-12-2999,S,B,CC+8,Y,N
VPY,Veysarpadi,PER,Perambur,1-1-2008,31-12-2999,S,B,CC+8,Y,N
VSPT,VISAKAPATNAM STEEL PLANT SIDING,TNPM,Tondiarpet Marshalling Yard,1-6-2014,31-12-2999,S,G,CC+8,Y,N
WJR,Walajah Road,MCN,Mukundarayapuram,15-11-2020,31-12-2999,S,B,CC+8,Y,N
WST,Washermanpet,KOK,Korukkupet,1-1-2008,31-12-2999,S,B,CC+8,Y,N
WST,Washermanpet,VPY,Veysarpadi,1-1-2008,31-12-2999,S,B,CC+8,Y,N
